part_id,label,dE_max,dE_max_cie76,dE_mean,op_agreement_gap,n_dropped_points,truck_number,date,well_number,well_size
127,FAIL,8.578533049706222,12.864297979291365,5.940996490767536,0.1021983713674981,0,111.0,10/29/2024,41,7024
128,FAIL,4.505029660060925,5.546407621154434,3.4764280216314716,0.6674509562853723,0,111.0,10/29/2024,42,7024
129,FAIL,5.979970750029263,7.918188713335898,4.7827330484232125,1.3426002278133833,0,111.0,10/29/2024,43,7024
131,FAIL,6.337628441554772,8.251232483695997,4.502927541130464,1.9959073642032399,0,111.0,10/29/2024,44,7024
132,FAIL,7.208624372132039,9.760380691858282,6.217257772266325,0.04944984171876232,0,111.0,10/29/2024,45,7024
133,FAIL,5.547714512643849,7.523358440365726,3.1887154323679074,1.3466321842739806,1,111.0,10/29/2024,46,7024
134,FAIL,4.813350539615102,6.401184948898132,3.5227102485483037,1.2133823743413283,0,111.0,10/29/2024,47,7024
135,FAIL,4.846350178298253,6.707534010349853,3.46202427758781,1.3652967550089956,0,111.0,10/29/2024,48,7024
136,FAIL,3.7829862523284774,5.039525647320393,2.8389905931499766,0.17610895429385298,0,111.0,10/29/2024,49,7024
137,FAIL,4.889185099990756,6.676727304600662,2.9042649063385184,0.9641189290787402,0,111.0,10/29/2024,50,7024
138,FAIL,5.376157129950402,7.080447108057513,4.67391975530273,0.6388816685179579,0,111.0,10/29/2024,51,7024
139,FAIL,6.712774559028768,9.595846106519216,5.175955075572827,0.8984529967136581,0,111.0,10/29/2024,52,7024
140,FAIL,7.4897026082334905,10.688735308725724,5.627059238224931,0.26595259207897204,0,111.0,10/29/2024,53,7024
141,PASS,2.0779509563821965,2.889779403345523,1.6800732737074344,0.03587697308894855,0,112.0,10/29/2024,1,6024
142,PASS,2.372384962116799,3.1201572476399266,1.743476748786667,0.23467706498422158,0,112.0,10/29/2024,2,6024
143,PASS,2.7396914522203004,3.4831235981515203,1.5990876987836575,1.1153252944907546,0,112.0,10/29/2024,3,6024
144,PASS,2.8786224778793006,3.4323179121404297,1.3991704238966909,1.3520202097159884,0,112.0,10/29/2024,4,6024
145,PASS,2.95668188118446,3.4892988192472068,1.5736162787653114,0.6740218951218235,0,112.0,10/29/2024,5,6024
146,PASS,3.9710838351591615,4.60477808911569,2.3555655148124712,1.4991935610308214,1,112.0,10/29/2024,6,6024
147,PASS,2.9123976529342683,3.635854438780512,1.68529395052039,1.9841719411376983,0,112.0,10/29/2024,7,6024
148,PASS,3.0212149109635438,3.94563128662576,1.7435348520028373,0.7755930484240747,0,112.0,10/29/2024,8,6024
149,PASS,2.5468490172808447,3.5652401742379163,1.8302112094251406,0.44010948035886566,0,112.0,10/29/2024,9,6024
150,PASS,2.214093602588642,2.9642600257062464,1.4707613959527925,0.5867213836206293,0,112.0,10/29/2024,10,6024
151,PASS,2.3694414902884806,3.29300394776561,1.5677764606009534,0.49522286625320966,1,112.0,10/29/2024,11,6024
152,PASS,1.7493876722174806,2.419175996078004,1.169430536252426,0.3303983050836057,0,112.0,10/29/2024,12,6024
153,PASS,2.07240197373936,2.816513802558048,1.380489709197479,0.23626284397192854,0,112.0,10/29/2024,1,6038
154,PASS,1.7954126320070536,2.5177594205960205,1.498236407447368,0.08189989167057643,0,112.0,10/29/2024,2,6038
155,PASS,2.265482432635073,3.129973043014912,1.761980751197657,0.3678532810935933,0,112.0,10/29/2024,3,6038
156,PASS,2.903544044566216,3.8388491113874164,2.0189713928226465,0.48834956789035244,0,112.0,10/29/2024,4,6038
157,PASS,1.6723752529883202,2.2299299316346173,1.0228241264395128,0.5224766883589838,0,112.0,10/29/2024,5,6038
158,PASS,2.0078969948478296,2.832737192187089,1.4588294693692887,0.29983845582565993,0,112.0,10/29/2024,6,6038
160,PASS,2.0630912733879994,2.9167383324528644,1.5976355633831893,0.586759701958135,0,112.0,10/30/2024,7,6038
161,PASS,2.0961469595459654,2.962622360342267,1.405014032087643,0.15888802313273076,0,112.0,10/30/2024,8,6038
162,PASS,2.8798117887859638,3.4585528042810116,2.001713006848634,0.08949538775468824,0,112.0,10/30/2024,9,6038
163,PASS,2.2278912020218913,3.014027620974953,1.8240943497913904,0.4177170937866359,0,112.0,10/30/2024,10,6038
164,PASS,1.7121379991419932,2.3963657379456857,1.1375602507641405,0.5201197339722379,0,112.0,10/30/2024,11,6038
165,PASS,2.0754696978800102,2.8972929175352755,1.7646715211492374,0.030719611592864293,0,112.0,10/30/2024,12,6038
166,PASS,2.7388065203098653,3.7965049716811747,1.875514037724639,0.4441063389012765,0,112.0,10/30/2024,13,6038
167,PASS,2.4588154056149603,3.357621926304392,1.7379175474762862,0.24801594904949686,0,112.0,10/30/2024,14,6038
168,PASS,1.8855171503905042,2.601175215167168,1.4446866869016095,0.48413830363805666,0,112.0,10/30/2024,15,6038
169,PASS,2.3409611274951505,3.191083280016365,1.858831079726815,0.05264155547880511,0,112.0,10/30/2024,16,6038
170,PASS,2.2880175765792137,3.1816446218897454,1.6521958363144444,0.41888589675077026,0,112.0,10/30/2024,17,6038
171,PASS,1.9780738210175035,2.6198353955926326,1.5970621025316636,0.33978122090744867,0,112.0,10/30/2024,18,6038
172,PASS,2.384424736177065,3.38714020229456,1.696680731361159,0.7770431761953527,0,112.0,10/30/2024,19,6038
173,PASS,2.7985313237600717,3.9517488217243764,2.0721064707846466,0.432869611432805,0,112.0,10/30/2024,20,6038
174,PASS,2.0878961258155946,2.8906270945938335,1.7977528575568746,0.23178937960641832,0,112.0,10/30/2024,21,6038
175,PASS,1.9470819540302786,2.6494669275157885,1.7662815335762652,0.26375231020070977,0,112.0,10/30/2024,22,6038
176,PASS,2.1416520964863577,3.0075509139497427,1.5339834712917686,0.04157965360297755,0,112.0,10/30/2024,23,6038
177,PASS,1.923366211201466,2.671379559328844,1.2166345528829503,0.0094741898284314,0,112.0,10/30/2024,24,6038
178,PASS,2.5551518379299027,3.558416080224445,1.3506421375823028,0.9459097918059125,0,112.0,10/30/2024,25,6038
179,PASS,1.9037471589282133,2.5909011463195575,1.4737537699946788,0.3201027350771075,0,112.0,10/30/2024,26,6038
180,PASS,1.7674167917123356,2.3627169212582375,1.4061545684076329,0.13339762551215295,0,112.0,10/30/2024,27,6038
181,PASS,1.8107741374660449,2.5372401344768276,1.4096195264299551,0.27287600665205614,0,112.0,10/30/2024,28,6038
182,FAIL,5.83035272498779,8.336714355787896,2.9799272233864613,4.228568955043,0,111.0,10/30/2024,54,7024
183,FAIL,5.706529294931187,8.189254392189804,4.745764552108578,0.370843472585336,0,111.0,10/30/2024,55,7024
184,FAIL,5.966091827427232,8.363610331536123,4.337805003670007,1.368823431736688,1,111.0,10/30/2024,56,7024
185,FAIL,5.991650432651768,7.880985423790606,4.548490474793149,1.137666685170582,0,111.0,10/30/2024,57,7024
186,FAIL,6.776745859338399,9.488127120248759,4.999829545777304,1.9034440874326881,0,111.0,10/30/2024,58,7024
187,FAIL,6.146199648266154,8.698887141468155,3.9516114985983113,1.4689236305217754,0,111.0,10/30/2024,59,7024
188,FAIL,4.9713756682393955,6.7282431770856785,3.3913117451980366,1.0223753749810696,0,111.0,10/30/2024,60,7024
189,FAIL,3.610994652096564,4.374960714109327,2.90021156670859,0.5365367784686144,0,111.0,10/30/2024,61,7024
190,FAIL,3.9446050177346574,5.26121718331414,2.553263468033352,0.8298607778971636,0,111.0,10/30/2024,62,7024
191,FAIL,3.479210197615027,4.1137425512272605,2.448026166599845,0.6363722614665295,1,111.0,10/30/2024,63,7024
192,FAIL,3.7881545186693106,4.79824512191697,2.8725780688015834,0.2805946866412383,0,111.0,10/30/2024,64,7024
193,FAIL,3.5528581744963823,4.955558747507695,2.7937765098656975,0.28496546130639633,0,111.0,10/30/2024,65,7024
194,FAIL,2.087193458337926,2.775218459869416,1.8730797730625734,0.0022742633028483006,0,111.0,10/30/2024,66,7024
195,FAIL,3.367707995650229,3.9766325263971822,1.874872227235813,0.9031084803467735,0,111.0,10/30/2024,67,7024
196,FAIL,2.965236047647845,3.499765170693594,2.1451921742477715,0.6134642414872071,0,111.0,11/4/2024,68,7024
197,FAIL,2.285548030075596,2.696261300393568,1.2893606794914907,0.4386694923043246,0,111.0,11/4/2024,69,7024
198,FAIL,2.6880497430398957,3.2982646952602304,1.972707650619632,0.4681256196008228,0,111.0,11/4/2024,70,7024
199,FAIL,4.49783399529025,5.8748111671780565,2.805395977737501,2.04383953447486,0,111.0,11/4/2024,71,7024
200,FAIL,3.514171465085317,4.513567048355433,2.502203807438596,0.2700513785046259,0,111.0,11/5/2024,72,7024
201,FAIL,6.24201668680482,8.906057980386162,3.800548041944916,1.2456715341585323,0,111.0,11/5/2024,73,7024
202,FAIL,3.3608075565593363,3.78536490975441,1.7841578758987542,1.0158530661108016,0,111.0,11/5/2024,74,7024
203,FAIL,3.90521445158499,4.7816628906688985,2.5002129743596746,1.8525538066422969,1,111.0,11/5/2024,75,7024
204,FAIL,6.246930949521273,6.9576275590175145,3.4880935116083407,3.77082429469136,0,111.0,11/5/2024,76,7024
205,FAIL,2.7507679084213397,3.6451285985545177,1.783441922617125,0.7461177251624158,0,111.0,11/5/2024,77,7024
206,FAIL,4.750257815342239,6.498671017985138,2.3404794758952137,1.9758779425255844,0,111.0,11/5/2024,78,7024
207,FAIL,6.554164573202864,9.304213427259715,4.171409465468385,0.703572134942581,0,111.0,11/5/2024,79,7024
208,FAIL,7.594095982677249,10.742433965354408,5.558711059458022,0.6607995558605637,0,111.0,11/5/2024,80,7024
209,FAIL,4.2049049792850015,5.6525348296140585,2.6659985692141994,0.046674130463255636,0,111.0,11/5/2024,81,7024
210,FAIL,4.945225177752393,6.616327342264739,2.4226961525856368,2.297757758131875,0,111.0,11/5/2024,82,7024
211,FAIL,5.0665713777055466,6.680652569173164,2.995686013236856,0.550891602555593,0,111.0,11/5/2024,83,7024
212,FAIL,6.305712564780893,8.682014815122125,4.844778408936628,0.3713867606443335,0,111.0,11/5/2024,84,7024
213,FAIL,4.679190197909033,6.111599626938924,3.0164004609802717,0.639043335759867,0,111.0,11/5/2024,85,7024
260,PASS,1.8120957166808027,2.445784638924701,1.4872263000462935,0.3455370109110125,0,113.0,11/19/2024,1,7024
261,PASS,2.3689510903283373,3.2786220428710626,1.346702162027733,0.1202213698031569,0,113.0,11/19/2024,2,7024
262,PASS,1.9285158914322251,2.454825604803732,1.2725542668953114,0.14109121717306872,0,113.0,11/19/2024,3,7024
263,PASS,3.615501087373426,4.194830151507922,1.4864307743163696,1.877692869688231,1,113.0,11/19/2024,4,7024
264,PASS,3.3080925810995954,4.0028076084168775,1.9291731387855788,1.1152239600113827,0,113.0,11/19/2024,5,7024
265,PASS,2.456614504923234,3.2383888741162643,1.770224614587202,0.2694580264580102,0,113.0,11/19/2024,6,7024
266,PASS,2.787038539870484,3.4382599160040215,1.7398670978898885,0.4268716695872876,0,113.0,11/19/2024,7,7024
267,PASS,2.1931514658939455,2.9214979034734823,1.5270599126427538,0.035877940104684924,0,113.0,11/19/2024,8,7024
268,PASS,3.4805200221014254,4.169089378989133,1.9040668356474377,0.5849415928950878,0,113.0,11/19/2024,9,7024
269,PASS,2.53548494460459,3.4506982988954684,2.0148481954819366,0.28732948551501947,0,113.0,11/19/2024,10,7024
270,PASS,2.460942406347088,3.2025312254527667,1.574902270289065,0.5264618606703997,0,113.0,11/19/2024,11,7024
271,PASS,2.1169740508765615,2.966080115236258,1.541205942293136,0.0891348475609619,0,113.0,11/19/2024,12,7024
272,PASS,1.7376875202896565,2.295803236342345,1.3689265998902567,0.3542765160305339,0,113.0,11/19/2024,13,7024
273,PASS,2.64685030413572,3.1594006551876244,1.4833076659967566,0.8456828672499204,0,113.0,11/19/2024,14,7038
274,PASS,2.4689927491993484,3.5152080308283264,1.7606657707717785,0.18822275627838847,0,113.0,11/19/2024,1,7038
275,PASS,2.181040147868009,3.1043376910381317,1.6425209292679044,0.208051151263839,0,113.0,11/19/2024,2,7038
276,PASS,2.667314258006738,3.4045511818740533,2.0778245612679815,0.30444561782595114,0,113.0,11/19/2024,4,7038
277,PASS,3.8848214015236144,5.382023899055086,2.6194127108864844,0.0062128894000479384,0,113.0,11/19/2024,5,7038
280,PASS,2.897700965725577,3.506837963179938,1.6043830144669755,1.1182144956304996,0,113.0,11/19/2024,6,7038
281,PASS,2.808031221185068,3.8690284633225427,2.277117141754713,0.1471875437576684,0,113.0,11/19/2024,7,7038
282,PASS,2.1561761363815393,2.799841513371776,1.37257852888054,0.4711925435484903,0,113.0,11/19/2024,8,7038
283,PASS,2.0030561980427115,2.8530367593145423,1.4573382854591437,0.29758755309401885,0,113.0,11/19/2024,9,7038
284,PASS,1.9045419891256654,2.5773702683161384,1.6793801861251545,0.0883408980913174,0,113.0,11/19/2024,10,7038
285,PASS,2.0515877185219487,2.8987475743844913,1.5722567088886705,0.280422055052131,0,113.0,11/19/2024,11,7038
286,PASS,2.408987403494228,3.4084719816950235,2.1193941706324244,0.18249471627079528,0,113.0,11/19/2024,12,7038
287,PASS,2.459627755508903,3.442297561222747,1.7249880834667477,0.36093783364273824,0,113.0,11/19/2024,13,7038
288,PASS,3.200880519510564,4.470490045845077,2.131160683563697,1.1930546633188746,0,113.0,11/19/2024,14,7038
289,PASS,2.4013458443678513,3.3597116691763897,1.9136633751797998,0.1492224109825564,0,113.0,11/19/2024,15,7038
290,PASS,2.302382295221584,3.2343701086919734,1.9005338905696185,0.07924748687575445,0,113.0,11/19/2024,16,7038
291,PASS,2.709997233447793,3.8114465757767175,2.1134443800354625,0.25512047501252155,0,113.0,11/19/2024,17,7038
292,PASS,3.173934937586228,4.432811607772211,2.2186103150631964,0.2806524027950732,0,113.0,11/19/2024,18,7038
293,PASS,3.2027905118906874,4.462116930336983,2.340783187064798,0.5160862792232863,0,113.0,11/19/2024,19,7038
294,PASS,1.381567447306505,1.9059430080671462,0.8123764646454127,0.0778953155988602,0,113.0,11/19/2024,20,7038
295,PASS,2.0326090081542523,2.8702188505408395,1.4758726127477548,0.45059540992408187,0,113.0,11/19/2024,21,7038
296,PASS,2.054181359874961,2.9026173533554087,1.589990034957847,0.6529176151257261,1,113.0,11/19/2024,22,7038
297,PASS,2.026631280609921,2.8757357754147135,1.7884686245448496,0.06077546217901353,0,113.0,11/19/2024,23,7038
298,PASS,2.263836029215593,3.20316640217146,1.8660773366912498,0.0973147787430233,0,113.0,11/19/2024,24,7038
302,PASS,2.4000470686547106,2.8488978131902143,1.5225959452038127,0.7864422273064016,0,113.0,11/19/2024,25,7038
303,PASS,3.7225631557147474,4.310199386339338,2.3631617126048448,0.8951344078960437,0,113.0,11/19/2024,26,7038
304,PASS,2.3603628200550286,3.0196905884543823,1.7271323318384442,0.1865796277766627,0,113.0,11/19/2024,27,7038
305,PASS,2.3040363386008242,3.1638208704033692,1.9582749954299008,0.04311710331359642,0,113.0,11/19/2024,28,7038
306,PASS,2.975063132899486,3.4523714675567594,1.9136275321011127,0.855376402413583,0,113.0,11/19/2024,29,7038
307,PASS,2.7046142489948624,3.2097760825328563,1.997975484909522,0.04373906838004915,0,113.0,11/19/2024,30,7038
308,PASS,2.126228829959553,2.965013701486044,1.7395859891304735,0.10989379365438534,0,113.0,11/19/2024,31,7038
309,PASS,1.815063845138595,2.5380036445994345,1.4928504232484094,0.318457299003555,0,113.0,11/19/2024,32,7038
310,PASS,2.000909174811218,2.630709267479018,1.5144410689232917,0.11170168049055418,0,113.0,11/19/2024,33,7038
332,FAIL,5.117421546687427,6.986143875558246,4.493847927573794,0.2908848436470537,0,111.0,11/20/2024,86,7024
333,FAIL,7.748225663901454,11.5209168471958,5.835135674039445,0.293828694287928,0,111.0,11/20/2024,87,7024
334,FAIL,6.245181176849876,8.746288141263127,4.351006356910343,0.7106529192409958,0,111.0,11/20/2024,88,7024
335,FAIL,6.000945544323163,8.319929386719577,4.3795661892247155,1.127880245981797,0,111.0,11/20/2024,89,7024
336,FAIL,5.7523663056514795,8.02440262574106,3.904016784630116,1.1778251725110556,0,111.0,11/20/2024,90,7024
337,FAIL,5.4866501160522745,7.556634502210625,4.232993028393206,0.10877112880920503,2,111.0,11/20/2024,91,7024
338,FAIL,2.7203397073867888,3.0394551320919296,1.9898390803411596,0.21377009321903495,0,111.0,11/20/2024,92,7024
339,FAIL,2.1741228111969284,2.9436467603977277,0.8462736631746273,1.6093434040253651,0,111.0,11/20/2024,93,7024
340,FAIL,7.748796769059531,11.249468320769651,6.288952698476403,0.5667482671855311,0,111.0,11/20/2024,94,7024
341,FAIL,4.82625803065948,6.439015355626976,4.0035766375057795,0.1668117228525796,0,111.0,11/20/2024,95,7024
342,FAIL,7.256018634667951,10.139917097787338,5.756590655259903,1.8063328900204985,0,111.0,11/20/2024,96,7024
343,FAIL,7.3973486600252265,10.242712958489077,6.680509132982639,0.4350567428251191,0,111.0,11/20/2024,97,7024
344,FAIL,7.077892152392903,10.219683520050902,5.563376768677897,2.197000959846334,0,111.0,11/20/2024,98,7024
345,FAIL,9.49529698310806,12.062058800221463,7.482020782128218,0.6089620535687956,0,111.0,11/20/2024,99,7024
346,FAIL,8.147728695883979,10.604521146661924,6.269134705349356,1.9884473159323504,0,111.0,11/20/2024,100,7024
347,FAIL,8.744875355509556,10.99616779837412,6.0210725050078615,0.3335142736124368,0,111.0,11/20/2024,101,7024
348,FAIL,8.235398455128744,9.676745643551861,6.827554728809782,0.537941337844754,0,111.0,11/20/2024,102,7024
349,FAIL,7.071467621278355,9.582683927272152,5.9441369320576065,1.3797886098641285,0,111.0,11/20/2024,103,7024
350,FAIL,6.877482932290635,7.883307522861202,4.42241390078323,2.564343260155648,0,111.0,11/20/2024,104,7024
351,FAIL,6.82487834438645,6.797825479519169,5.625947107962813,1.5534249251231849,0,111.0,11/20/2024,105,7024
352,FAIL,5.18404768506669,5.740316846655766,4.0477021513445495,1.0924025650634945,0,111.0,11/20/2024,106,7024
353,FAIL,6.463752697395603,8.668182119106637,4.473328170395786,0.6507047952842573,0,111.0,11/20/2024,107,7024
354,FAIL,6.75817416397081,7.254895760794909,4.629509681872651,2.6638842407578993,0,111.0,11/20/2024,108,7024
355,FAIL,6.5364163404609394,8.543767830998219,5.734804413325615,0.0678727875660261,0,111.0,11/20/2024,109,7024
356,FAIL,8.197745815433464,11.316671330386864,6.322187152066003,0.2145982838345173,0,111.0,11/20/2024,110,7024
357,FAIL,7.536596194739533,10.335916343830704,6.6557595051758405,0.7671565632471644,1,111.0,11/20/2024,111,7024
358,FAIL,8.016687792375588,11.15609978890472,5.963810202990897,1.5661428607013637,0,111.0,11/20/2024,112,7024
359,FAIL,7.6088356004223865,8.37054583047008,6.002067136935957,0.810478214771094,0,111.0,11/20/2024,113,7024
361,FAIL,8.324975124379826,10.097080332947739,6.22888989077758,2.6730323031839633,0,111.0,11/20/2024,114,7024
362,FAIL,6.994428680954795,9.005433776337483,5.164726006244405,2.052890986571457,0,111.0,11/20/2024,115,7024
367,FAIL,6.579200882494501,8.404007972390316,4.541375824458247,1.3805816694365456,0,111.0,11/20/2024,116,7024
368,FAIL,6.780995619264848,9.963003437718967,3.7916815173766043,2.6714250985119197,0,111.0,11/20/2024,117,7024
369,FAIL,5.594222471928633,7.37149365800446,4.442696604591329,0.882102303691231,0,111.0,11/20/2024,118,7024
370,FAIL,6.786922436229202,8.842827602073898,5.995358614796465,0.4425326854926306,0,111.0,11/20/2024,119,7024
371,FAIL,6.151745627126159,8.1833103784471,4.578859853436808,1.4919005445902096,0,111.0,11/20/2024,120,7024
372,FAIL,5.214746749794338,7.118704236024981,4.1498596317816085,0.12363697099803073,0,111.0,11/20/2024,121,7024
373,FAIL,6.120876268266495,8.874390472026795,4.705570623726891,0.1521808566514471,0,111.0,11/20/2024,122,7024
374,FAIL,4.661549123737519,6.249254177722152,4.298862209889586,0.21509217295059013,1,111.0,11/20/2024,123,7024
375,FAIL,4.8116303073281745,6.262488522943577,3.752416733636183,1.2676050441541098,0,111.0,11/20/2024,124,7024
377,FAIL,5.582434326172126,7.601888334486373,3.722248092310069,2.320588059043104,0,111.0,11/20/2024,125,7024
378,FAIL,7.141395243090261,9.64034653163464,3.8274170908200005,4.765957329491345,0,111.0,11/20/2024,126,7024
379,FAIL,4.525774491850761,6.115005223946166,3.4452860109434176,1.1364152270625785,1,111.0,11/20/2024,127,7024
380,FAIL,5.779677267183451,7.93385979520687,4.268843419041652,2.4682901970871645,0,111.0,11/20/2024,128,7024
381,FAIL,6.458982998089641,9.128736906056606,3.9486023650487883,1.5318356820542975,0,111.0,11/20/2024,129,7024
382,FAIL,6.105340258784722,8.396512668959655,4.953237628112483,0.48816175090942604,0,111.0,11/20/2024,130,7024
383,FAIL,4.832774735941958,6.665441189448752,3.141187989855253,2.3820831249174947,0,111.0,11/20/2024,131,7024
384,FAIL,7.272088701600893,10.600960746555002,5.582347625967231,0.07937430055638028,0,111.0,11/20/2024,132,7024
385,FAIL,7.102465413547232,10.326080451943032,5.163085558580613,1.125848232114186,0,111.0,11/20/2024,133,7024
386,FAIL,5.610214181212816,7.347014274519958,4.1869469553577785,1.2837096466521718,0,111.0,11/20/2024,134,7024
387,FAIL,3.273868169675904,4.703226286284766,2.1765226394638697,0.5325554340299665,0,,11/21/2024,135,7024
388,FAIL,3.9131309340009626,5.366379715413375,2.0110357270647916,1.364694670733218,0,,11/20/2024,137,6024
