dE_max_estimated,used_real_mask,valid_pixel_fraction,observed_baseline_rgb,n_baseline_pixels,correction_scale,correction_suspicious,used_background_model,n_valid_windows,n_blocks_dropped_as_implausible,max_dE_raw,part_id,image_filepath,well_size,truck_number,dE_max_measured,label
9.136168727334704,True,0.4214867862654321,"(np.float64(193.0), np.float64(167.5), np.float64(131.0))",12800,"(np.float64(1.0652849740932642), np.float64(1.1701492537313434), np.float64(1.4267175572519084))",False,False,8755,0,15.693808665295407,151,training_set\images\image_00151.jpg,6024,112.0,2.3694414902884806,PASS
7.402094116655293,True,0.382813102816358,"(np.float64(130.0), np.float64(131.0), np.float64(133.0))",12800,"(np.float64(1.5815384615384616), np.float64(1.4961832061068703), np.float64(1.405263157894737))",False,False,7969,0,19.977398301249746,582,training_set\images\image_00582.jpg,7024,116.0,2.3639657857744614,FAIL
8.658167563357397,True,0.382813102816358,"(np.float64(191.0), np.float64(165.0), np.float64(127.0))",12800,"(np.float64(1.0764397905759162), np.float64(1.187878787878788), np.float64(1.4716535433070868))",False,False,7969,0,9.939672039104991,128,training_set\images\image_00128.jpg,7024,111.0,4.505029660060925,FAIL
6.040767995152776,True,0.382813102816358,"(np.float64(196.0), np.float64(173.0), np.float64(138.0))",12800,"(np.float64(1.0489795918367346), np.float64(1.1329479768786128), np.float64(1.3543478260869566))",False,False,7969,0,10.170724063642732,93,training_set\images\image_00093.jpg,7024,111.0,2.914717798054555,PASS
15.354878792084362,True,0.5642314091435185,"(np.float64(147.0), np.float64(148.0), np.float64(151.0))",5650,"(np.float64(1.398639455782313), np.float64(1.3243243243243243), np.float64(1.237748344370861))",False,False,11710,0,24.80631375660975,1117,training_set\images\image_01117.jpg,7038,129.0,2.146219161667549,PASS
15.1335085086266,True,0.6222890142746914,"(np.float64(134.0), np.float64(139.0), np.float64(146.0))",12800,"(np.float64(1.534328358208955), np.float64(1.410071942446043), np.float64(1.2801369863013699))",False,False,12878,35,44.99021034038303,634,training_set\images\image_00634.jpg,6038,117.0,2.337766662584845,PASS
14.39540721594094,True,0.4214867862654321,"(np.float64(188.0), np.float64(163.5), np.float64(126.0))",12800,"(np.float64(1.0936170212765957), np.float64(1.198776758409786), np.float64(1.4833333333333334))",False,False,8755,35,45.45958402154648,408,training_set\images\image_00408.jpg,6024,,3.2543067021746226,FAIL
15.589365255745589,True,0.4214867862654321,"(np.float64(132.0), np.float64(134.0), np.float64(139.0))",12800,"(np.float64(1.5575757575757576), np.float64(1.462686567164179), np.float64(1.3446043165467627))",False,False,8755,19,33.63500141095957,618,training_set\images\image_00618.jpg,6024,117.0,1.8963887475844032,PASS
14.019447169924485,True,0.5642314091435185,"(np.float64(144.0), np.float64(146.0), np.float64(148.0))",5650,"(np.float64(1.4277777777777778), np.float64(1.3424657534246576), np.float64(1.262837837837838))",False,False,11710,238,60.71084441150907,1241,training_set\images\image_01241.jpg,7038,132.0,2.9313217712121977,PASS
9.800484462516755,True,0.4214867862654321,"(np.float64(147.0), np.float64(149.0), np.float64(153.0))",12800,"(np.float64(1.398639455782313), np.float64(1.3154362416107384), np.float64(1.2215686274509805))",False,False,8755,0,16.978785859523043,744,training_set\images\image_00744.jpg,6024,119.0,2.6858903174210864,PASS
